"Year","Area_type","Area_code","Area_description","Maori_ethnic_group_indicator_summary_code","Maori_ethnic_group_indicator_summary_description","Median_total_personal_income_$"
"2018","Statistical Area 2","328100","Sydenham Central","00","No 'Maori' response given","42500"
"2018","Statistical Area 2","328100","Sydenham Central","20","Maori","31600"
"2018","Statistical Area 2","328100","Sydenham Central","Total","Total","42100"
"2018","Statistical Area 2","328200","Spreydon South","00","No 'Maori' response given","31000"
"2018","Statistical Area 2","328200","Spreydon South","20","Maori","31000"
"2018","Statistical Area 2","328200","Spreydon South","Total","Total","31000"
"2018","Statistical Area 2","328300","Rawhiti","00","No 'Maori' response given","30100"
"2018","Statistical Area 2","328300","Rawhiti","20","Maori","29000"
"2018","Statistical Area 2","328300","Rawhiti","Total","Total","30000"
"2018","Statistical Area 2","328400","Wainoni","00","No 'Maori' response given","28200"
"2018","Statistical Area 2","328400","Wainoni","20","Maori","25500"
"2018","Statistical Area 2","328400","Wainoni","Total","Total","27600"
"2018","Statistical Area 2","328500","Linwood North","00","No 'Maori' response given","27900"
"2018","Statistical Area 2","328500","Linwood North","20","Maori","26900"
"2018","Statistical Area 2","328500","Linwood North","Total","Total","27700"
"2018","Statistical Area 2","328600","Aranui","00","No 'Maori' response given","22300"
"2018","Statistical Area 2","328600","Aranui","20","Maori","18800"
"2018","Statistical Area 2","328600","Aranui","Total","Total","21300"
"2018","Statistical Area 2","328700","Sydenham West","00","No 'Maori' response given","28000"
"2018","Statistical Area 2","328700","Sydenham West","20","Maori","33000"
"2018","Statistical Area 2","328700","Sydenham West","Total","Total","28400"
"2018","Statistical Area 2","328800","Lancaster Park","00","No 'Maori' response given","24400"
"2018","Statistical Area 2","328800","Lancaster Park","20","Maori","21600"
"2018","Statistical Area 2","328800","Lancaster Park","Total","Total","24200"
"2018","Statistical Area 2","328900","Phillipstown","00","No 'Maori' response given","28800"
"2018","Statistical Area 2","328900","Phillipstown","20","Maori","21600"
"2018","Statistical Area 2","328900","Phillipstown","Total","Total","27500"
"2018","Statistical Area 2","329000","Kennedys Bush","00","No 'Maori' response given","48700"
"2018","Statistical Area 2","329000","Kennedys Bush","20","Maori","26500"
"2018","Statistical Area 2","329000","Kennedys Bush","Total","Total","48200"
"2018","Statistical Area 2","329100","Somerfield East","00","No 'Maori' response given","38500"
"2018","Statistical Area 2","329100","Somerfield East","20","Maori","29000"
"2018","Statistical Area 2","329100","Somerfield East","Total","Total","37900"
"2018","Statistical Area 2","329200","Somerfield West","00","No 'Maori' response given","31100"
"2018","Statistical Area 2","329200","Somerfield West","20","Maori","19900"
"2018","Statistical Area 2","329200","Somerfield West","Total","Total","30400"
"2018","Statistical Area 2","329300","Linwood East","00","No 'Maori' response given","29700"
"2018","Statistical Area 2","329300","Linwood East","20","Maori","22400"
"2018","Statistical Area 2","329300","Linwood East","Total","Total","28100"
"2018","Statistical Area 2","329400","Sydenham North","00","No 'Maori' response given","34400"
"2018","Statistical Area 2","329400","Sydenham North","20","Maori","22800"
"2018","Statistical Area 2","329400","Sydenham North","Total","Total","33300"
"2018","Statistical Area 2","329500","Hoon Hay South","00","No 'Maori' response given","38600"
"2018","Statistical Area 2","329500","Hoon Hay South","20","Maori","33100"
"2018","Statistical Area 2","329500","Hoon Hay South","Total","Total","38400"
"2018","Statistical Area 2","329600","Charleston (Christchurch City)","00","No 'Maori' response given","32100"
"2018","Statistical Area 2","329600","Charleston (Christchurch City)","20","Maori","27100"
"2018","Statistical Area 2","329600","Charleston (Christchurch City)","Total","Total","31400"
"2018","Statistical Area 2","329700","Sydenham South","00","No 'Maori' response given","31400"
"2018","Statistical Area 2","329700","Sydenham South","20","Maori","25500"
"2018","Statistical Area 2","329700","Sydenham South","Total","Total","30900"
"2018","Statistical Area 2","329800","Bexley","00","No 'Maori' response given","28400"
"2018","Statistical Area 2","329800","Bexley","20","Maori","23200"
"2018","Statistical Area 2","329800","Bexley","Total","Total","27100"
"2018","Statistical Area 2","329900","Waltham","00","No 'Maori' response given","34000"
"2018","Statistical Area 2","329900","Waltham","20","Maori","27000"
"2018","Statistical Area 2","329900","Waltham","Total","Total","33500"
"2018","Statistical Area 2","330000","Westmorland","00","No 'Maori' response given","46200"
"2018","Statistical Area 2","330000","Westmorland","20","Maori","32200"
"2018","Statistical Area 2","330000","Westmorland","Total","Total","45600"
"2018","Statistical Area 2","330100","Woolston North","00","No 'Maori' response given","28800"
"2018","Statistical Area 2","330100","Woolston North","20","Maori","24000"
"2018","Statistical Area 2","330100","Woolston North","Total","Total","28300"
"2018","Statistical Area 2","330200","New Brighton","00","No 'Maori' response given","29900"
"2018","Statistical Area 2","330200","New Brighton","20","Maori","28000"
"2018","Statistical Area 2","330200","New Brighton","Total","Total","29800"
"2018","Statistical Area 2","330300","Cashmere West","00","No 'Maori' response given","45500"
"2018","Statistical Area 2","330300","Cashmere West","20","Maori","41200"
"2018","Statistical Area 2","330300","Cashmere West","Total","Total","45300"
"2018","Statistical Area 2","330400","Bromley South","00","No 'Maori' response given","29300"
"2018","Statistical Area 2","330400","Bromley South","20","Maori","22400"
"2018","Statistical Area 2","330400","Bromley South","Total","Total","28000"
"2018","Statistical Area 2","330500","Ensors","00","No 'Maori' response given","32200"
"2018","Statistical Area 2","330500","Ensors","20","Maori","30900"
"2018","Statistical Area 2","330500","Ensors","Total","Total","32200"
"2018","Statistical Area 2","330600","Beckenham","00","No 'Maori' response given","38800"
"2018","Statistical Area 2","330600","Beckenham","20","Maori","39700"
"2018","Statistical Area 2","330600","Beckenham","Total","Total","39000"
"2018","Statistical Area 2","330700","Bromley North","00","No 'Maori' response given","37000"
"2018","Statistical Area 2","330700","Bromley North","20","Maori","36700"
"2018","Statistical Area 2","330700","Bromley North","Total","Total","37500"
"2018","Statistical Area 2","330800","St Martins","00","No 'Maori' response given","37900"
"2018","Statistical Area 2","330800","St Martins","20","Maori","29500"
"2018","Statistical Area 2","330800","St Martins","Total","Total","37400"
"2018","Statistical Area 2","330900","Opawa","00","No 'Maori' response given","32900"
"2018","Statistical Area 2","330900","Opawa","20","Maori","38600"
"2018","Statistical Area 2","330900","Opawa","Total","Total","33300"
"2018","Statistical Area 2","331000","Woolston West","00","No 'Maori' response given","31700"
"2018","Statistical Area 2","331000","Woolston West","20","Maori","24200"
"2018","Statistical Area 2","331000","Woolston West","Total","Total","30700"
"2018","Statistical Area 2","331100","Woolston East","00","No 'Maori' response given","27500"
"2018","Statistical Area 2","331100","Woolston East","20","Maori","26800"
"2018","Statistical Area 2","331100","Woolston East","Total","Total","27400"
"2018","Statistical Area 2","331200","Huntsbury","00","No 'Maori' response given","46700"
"2018","Statistical Area 2","331200","Huntsbury","20","Maori","37200"
"2018","Statistical Area 2","331200","Huntsbury","Total","Total","46300"
"2018","Statistical Area 2","331300","Cashmere East","00","No 'Maori' response given","45400"
"2018","Statistical Area 2","331300","Cashmere East","20","Maori","47700"
"2018","Statistical Area 2","331300","Cashmere East","Total","Total","45500"
"2018","Statistical Area 2","331400","Hillsborough (Christchurch City)","00","No 'Maori' response given","38400"
"2018","Statistical Area 2","331400","Hillsborough (Christchurch City)","20","Maori","37700"
"2018","Statistical Area 2","331400","Hillsborough (Christchurch City)","Total","Total","38300"
"2018","Statistical Area 2","331500","Woolston South","00","No 'Maori' response given","31000"
"2018","Statistical Area 2","331500","Woolston South","20","Maori","21700"
"2018","Statistical Area 2","331500","Woolston South","Total","Total","29000"
"2018","Statistical Area 2","331600","Port Hills","00","No 'Maori' response given","50300"
"2018","Statistical Area 2","331600","Port Hills","20","Maori","C"
"2018","Statistical Area 2","331600","Port Hills","Total","Total","50300"
"2018","Statistical Area 2","331700","South New Brighton","00","No 'Maori' response given","35200"
"2018","Statistical Area 2","331700","South New Brighton","20","Maori","28000"
"2018","Statistical Area 2","331700","South New Brighton","Total","Total","34300"
"2018","Statistical Area 2","331800","Brookhaven-Ferrymead","00","No 'Maori' response given","35300"
"2018","Statistical Area 2","331800","Brookhaven-Ferrymead","20","Maori","33800"
"2018","Statistical Area 2","331800","Brookhaven-Ferrymead","Total","Total","35300"
"2018","Statistical Area 2","331900","Heathcote Valley","00","No 'Maori' response given","36800"
"2018","Statistical Area 2","331900","Heathcote Valley","20","Maori","26000"
"2018","Statistical Area 2","331900","Heathcote Valley","Total","Total","36100"
"2018","Statistical Area 2","332000","Mount Pleasant","00","No 'Maori' response given","46500"
"2018","Statistical Area 2","332000","Mount Pleasant","20","Maori","48400"
"2018","Statistical Area 2","332000","Mount Pleasant","Total","Total","46600"
"2018","Statistical Area 2","332100","Redcliffs","00","No 'Maori' response given","43900"
"2018","Statistical Area 2","332100","Redcliffs","20","Maori","35800"
"2018","Statistical Area 2","332100","Redcliffs","Total","Total","43200"
"2018","Statistical Area 2","332200","Governors Bay","00","No 'Maori' response given","46300"
"2018","Statistical Area 2","332200","Governors Bay","20","Maori","54200"
"2018","Statistical Area 2","332200","Governors Bay","Total","Total","46700"
"2018","Statistical Area 2","332300","Inlets other Christchurch City","00","No 'Maori' response given","C"
"2018","Statistical Area 2","332300","Inlets other Christchurch City","20","Maori","C"
"2018","Statistical Area 2","332300","Inlets other Christchurch City","Total","Total","C"
"2018","Statistical Area 2","332400","Clifton Hill","00","No 'Maori' response given","47400"
"2018","Statistical Area 2","332400","Clifton Hill","20","Maori","56000"
"2018","Statistical Area 2","332400","Clifton Hill","Total","Total","47900"
"2018","Statistical Area 2","332500","Lyttelton","00","No 'Maori' response given","40000"
"2018","Statistical Area 2","332500","Lyttelton","20","Maori","32800"
"2018","Statistical Area 2","332500","Lyttelton","Total","Total","39200"
"2018","Statistical Area 2","332600","Inlet Port Lyttelton","00","No 'Maori' response given","C"
"2018","Statistical Area 2","332600","Inlet Port Lyttelton","20","Maori","C"
"2018","Statistical Area 2","332600","Inlet Port Lyttelton","Total","Total","C"
"2018","Statistical Area 2","332700","Sumner","00","No 'Maori' response given","44300"
"2018","Statistical Area 2","332700","Sumner","20","Maori","25600"
"2018","Statistical Area 2","332700","Sumner","Total","Total","43600"
"2018","Statistical Area 2","332800","Teddington","00","No 'Maori' response given","39800"
"2018","Statistical Area 2","332800","Teddington","20","Maori","31000"
"2018","Statistical Area 2","332800","Teddington","Total","Total","39300"
"2018","Statistical Area 2","332900","Diamond Harbour","00","No 'Maori' response given","37400"
"2018","Statistical Area 2","332900","Diamond Harbour","20","Maori","47200"
"2018","Statistical Area 2","332900","Diamond Harbour","Total","Total","37900"
"2018","Statistical Area 2","333000","Inland water Lake Ellesmere/Te Waihora South","00","No 'Maori' response given","C"
